,Positive,Negative
0,"The Coronavirus Aid, Relief, and Economic Security Act, also known as the CARES Act, was introduced 01/24/2019. https://www.congress.gov/bill/116th-congress/house-bill/748/all-actions?q={%22search%22:[%22Hr+748%22]}&amp;r=224&amp;overview=closed&amp;s=2&amp;KWICView=false&amp;fbclid=IwAR0k8RopIkvHSgoWzCZXTGXup3GiZgSHwCdmmHM8ysAoekLq32BZUyS1Wc4",
