,Positive,Negative
0,16,6
1,"RT @MileyCyrus: Spain, you united in solidarity with Black Lives Matter in the US. We must keep standing together to tackle #COVID19 and it…",A man from La Graciosa with coronavirus symptoms is evacuated 
2,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…","RT @DrTedros: Smoking causes many diseases &amp; increases risk of severe #COVID19.
We congratulate @ausgov and other countries who are champio…"
3," Update #COVID19 #CoronavirusOutbreak in Tenerife 
 March 4, 2020

 The group of six people who have tested positive for Coronavirus are still being hospitalized and are all being given regular blood tests.",
