,Positive,Negative
0,,Researchers in Australia are the first outside China to announce that they’ve grown the new coronavirus in cell culture. They are also the first to offer to share the virus with research labs around the world recommended by the World Health Organization. https://www.nature.com/articles/d41586-020-00154-w?utm_source=Nature+Briefing&amp;utm_campaign=5f5fba2346-briefing-dy-20200129&amp;utm_medium=email&amp;utm_term=0_c9dfd39373-5f5fba2346-43903533
