,Positive,Negative
0,7,8
1,".@SaraTheIceBerg | @AmerMedicalAssn: ""Doctor uses reach of social media to ease COVID-19 pandemic fears."" https://buff.ly/2uJ5wRa #COVID19 ",Please share with your elected officials! Responding to Coronavirus | National Low Income Housing Coalition 
2,"RT @CLASShomeschool: Interesting Information on #COVID19 
https://t.co/sKIV0ORBgx","That's a heavy load to carry, Donnie. Ignoring repeated Intelligence briefings, warning of the coronavirus, ""hoaxing"" the whole thing away, wasting precious planning time? Mr. ZERO."
3,RT @CDCgov: #Employers: Antibody tests for #COVID19 should not be used to determine if someone can return to work. There is not enough info…,'K Researchers describe a recently identified bat coronavirus that is SARS-CoV-2's closest relative in some regions of the genome and which contains insertions of amino acids at the junction of the S1 and S2 subunits of the virus's spike protein in a manner similar to SAR-CoV-2
4,,Hate to see what the coronavirus rates are going to be like in a week or two. 
5,,"Pritzker, Lightfoot Outline Efforts to Handle Spread of Coronavirus https://news.wttw.com/2020/02/28/pritzker-lightfoot-outline-efforts-handle-spread-coronavirus#.XlmgJxxAhB0.twitter #illinois #prepared #covid19"
6,,"We should convert all car washes into testing centers and if you are confirmed to have COVID19, you can just go in and be disinfected before being hauled off in those black Amazon delivery vans. Just a thought. "
7,,Iran cases spiraling out of control now. #COVID19 
8,,Wow. Read this thread. #COVID19 #coronavirus
9,,My allergies came out the gate beatin my ass all day & Kenny gon ask do I have Coronavirus 
10,,"Tom Cotton: Coronavirus is a Chinese bio-war invention.

Or... pic.twitter.com/yLsj7jHV2Y"
11,,This coronavirus is freaky.  I'm flying to Seattle in May....you never know where people on the plane have been
12,,The United States badly bungled coronavirus testing (when they cut funds for CDC and other healthcare basics we get a bungle) https://www.sciencemag.org/news/2020/02/united-states-badly-bungled-coronavirus-testing-things-may-soon-improve …
13,,"Single payer nations seem to be having a much better response to the corona virus than the U.S.

Also, according to Yale research published in The Lancet, MFA would save $450 billion per year, the average American family would save $2200 per year.  Oh, and 68000 lives saved."
14,,"Nail hit smack dab on the head here @TuckerCarlson

Tucker Carlson: Spread of coronavirus is revealing a 'terrifying situation'

https://www.foxnews.com/media/tucker-carlson-coronavirus-pandemic-terrifying-situation-china-drugs …"
15,,"Local radio station to send all DJs home and just play #REM's ""Its the End of the World"" on repeat till the  #coronavirus/#COVID19 scare is over.https://youtu.be/Z0GFRcFm-aY "
16,,"I could say something mean and nasty but I won't.
#coronavirus https://twitter.com/nbcchicago/status/1241150310506250242 …"
17,,But there’s also a theory that immunity to another coronavirus is making the disease worse because the ineffectual antibodies are trying to fight covid-19. And that’s why older people are hit worse - because they’ve lived longer so they are more likely to have those antibodies.
