,Positive,Negative
0,1,2
1,The idiocy of this administration on display: #IMPOTUS #TrumpVirus #Pencedemic #GOPCorruptionOverCountry #CoronaVirusUpdates #coronavirus #COVID2019 #COVID19 #Covid_19 #gop #cdc .@gop .@WHO .@DrNancyM_CDC .@CDCgov .@CDCemergency #COVID19US #CoronavirusOutbreak,Germs aren’t real if he can’t see them. Seriously??? I hate the STUPIDITY of this country. #IMPOTUS #TrumpVirus #GOPCorruptionOverCountry #CoronaVirusUpdates #coronavirus #COVID2019 #COVID19 #Covid_19 #gop #cdc .@gop .@WHO .@CDCgov .@CDCemergency #COVID19US #CoronavirusOutbreak
2,The idiocy of this administration is insane. #IMPOTUS #TrumpVirus #GOPCorruptionOverCountry #CoronaVirusUpdates #coronavirus #COVID2019 #COVID19 #Covid_19 #gop #cdc .@gop .@WHO .@DrNancyM_CDC .@CDCgov .@CDCemergency #COVID19US #CoronavirusOutbreak,
3,He’s coughing all over his child & shares his water with her too. How stupid! #IMPOTUS #TrumpVirus #GOPCorruptionOverCountry #CoronaVirusUpdates #coronavirus #COVID2019 #COVID19 #Covid_19 #gop #cdc .@gop .@WHO .@CDCgov .@CDCemergency #COVID19US #CoronavirusOutbreak,
