,Positive,Negative
0,0,1
1,Alan interviews Prime Minister Boris Johnson. #anotherNOshowBoJo #borisjohnson #Covid_19 #COVIDIDIOTS #OnlyWhenItsSafe #coronavirus #coronavirusuk #staysafe #StayHomeSaveLives #StayAtHome #animation #animated 53,Corona virus COVID-19 symptom control brainstorming suggestions/possibilities. https://t.co/8bhgiYQEMc #COVID_19uk… https://t.co/g9iaSg5trE
