,Positive,Negative
0,20,25
1,"Americans Overwhelmingly Support A Temporary Immigration Ban To Fight Coronavirus, Poll Finds https://theusawire.com/2020/04/20602-americans-overwhelmingly-support-a-temporary-immigration-ban-to-fight-coronavirus-poll-finds/ via @theusawire1",“Let’s wait until it gets bad to declare it a problem.” World Health Organization declares coronavirus outbreak a public health emergency 
2,Connecticut towns have yet to see any federal coronavirus stimulus money... http://bit.ly/2PMNv0,1-day-old baby becomes youngest person with coronavirus as doctors fear pregnant women can pass illness to unborn kids: http://bit.ly/397aaqo 
3,Donald Trump says coronavirus outbreak is 'very well under control' ,"Slowed by the Coronavirus, China Inc. Struggles to Reopen - The New York Times https://buff.ly/324Edgh "
4,CBS said to suspend production of The Amazing Race and sends all team members home due to #Covid19 fears. #CBS #coronavirus,This Corona virus is getting out of hand
5,"Donald Trump says coronavirus outbreak is 'very well under control'
 https://mol.im/a/7949639 ",People dying yeah bad but if the coronavirus stops the release of the Disney+ Obi Wan Kenobi show????
6,Any relation to that coronavirus from China??? pic.twitter.com/37Vip2iAMl,"Middle East respiratory syndrome (MERS) is a viral respiratory disease caused by a novel coronavirus (Middle East respiratory syndrome coronavirus, or MERS‐CoV) that was first identified in Saudi Arabia in 2012. https://www.who.int/news-room/fact-sheets/detail/middle-east-respiratory-syndrome-coronavirus-(mers-cov) …"
7,You will be there even if the word succumbs to coronavirus.,@SplitCT not playin w the corona virus  pic.twitter.com/riRUSbIh7c
8,"Coronavirus may have originated from China’s Wuhan laboratory, study from Chinese researchers shows https://techstartups.com/2020/02/08/coronavirus-may-originated-chinas-wuhan-laboratory-study-chinese-researchers-shows/ …",I’ll never know if I have coronavirus cause I HATE the flu test.. the most uncomfortable 15 seconds I’ve ever experienced
9,[VIDEO] Senator Tom Cotton Suggests Coronavirus is Biological Weapon “Cooked Up” in Government Laboratory https://www.waynedupree.com/senator-tom-cotton-coronavirus-biological-weapon/ … via @WayneDupreeShow,Just played a round of pick up & kill it on my friend's facebook page lol  @NickCannon @WildNOut @KarlousM @DCYOUNGFLY #coronavirus
10,"Trump says he thinks coronavirus will ""go away."" Here's what the CDC says. #SmartNews 
Trump is such a dope and liarhttps://edition.cnn.com/asia/live-news/coronavirus-outbreak-02-25-20-hnk-intl/h_af9ed5d3ccbde6ef47e1cc1594dffc9b …",
11,The latest The CT Taxes &amp; News Update Daily! https://t.co/MpwN1pg1Ow Thanks to @marymac41 #cdc #covid19,
12,RT @science_cited: We already know antibodies alone are not an indicator of protective immunity. That's why it's important to rely upon nat…,
13,Can I write in Jacinda Ardern in November?,
14,RT @itsJohnWalsh: #KarenTrump is at it again... trying to cancel her #WHO (World Health Organization) membership ... 😂 #WorldHealthOrganiza…,
15,"CDC: please refrain from public places to prevent the spread of coronavirus. 

Connecticut: All St. Patrick’s day parades are closed.

Bars: Fuck it, we still open.

Me: pic.twitter.com/H79uRw2Qhc",
16,Or give #coronavirus to Jameis Winston so it can be intercepted,
