,Positive,Negative
0,73,60
1,Countering the Economic Effects of CoronaVirus through FREE Mass Distribution of the $EMPR Coin https://bit.ly/ActAgstHnger #altcoin ;' #FREEGLOBALMASSDistributionoftheEMPRCoin,Ugandan court orders MPs to repay 2.4 million euros coronavirus cash bonanza 
2,"Nigerians! Very soon now one artiste go use #coronavirus sing. U go hear sumtin like ""I shoot naked call me Miley Cyrus if u try me I kill u like corona virus. #covid19 @judechonline","Coronavirus: Nigeria records 196 cases, seven deaths on Wednesday http://dlvr.it/RVjp1T"
3,"RT @WHOAFRO: Over 222,000 confirmed #COVID19 cases on the African continent - with more than 101,000 recoveries &amp; 6,000 deaths. View countr…","US shuts military base in Djibouti, Africa over coronavirus outbreak "
4,"RT @renoomokri: If you think you have nothing to praise God for, think of people who have #COVID19 and have had to pay through their noses…","After major trial, Ebola drug, remdesivir shows ‘clear-cut’ effect in treating coronavirus "
5,"#Senegal Health ministry Covid19 update 13June
145 positive out of 1378 tests: 99 contact, 27 imported, 19 communit… https://t.co/A1uKNKFDPv",Food Crisis Looms Amid COVID-19 Crisis: https://allafrica.com/stories/202004290607.html?utm_campaign=allafrica%3Aeditor&amp;utm_medium=social&amp;utm_source=twitter&amp;utm_content=promote%3Aaans%3Aabkwtb #Africa #Coronavirus #Covid19
6,Another successful #covid19 pivot by an African company #uganda https://t.co/JLPW2rKqnZ,Governor El-Rufai Has Revealed Where He Contracted Coronavirus https://immiguy.com/governor-el-rufai-has-revealed-where-he-contracted-coronavirus/
7,"You came 239 rich Chinese escaping #coronavirus in #China only to land into the fire that is Wanjohi's bedroom, now… https://t.co/1hPPiuqiag",Bad News for Sea Lovers - You'll Likely Have to Wait a Bit Longer to Hit the Waves @News24 : https://allafrica.com/stories/202004290342.html?utm_campaign=allafrica%3Aeditor&amp;utm_medium=social&amp;utm_source=twitter&amp;utm_content=promote%3Aaans%3Aabkwtb #SouthAfrica #Coronavirus #Covid19
8,"RT @AminaJMohammed: The #GlobalGoals remain our blueprint for a more equal world. In light of the #COVID19 pandemic, the @UN will work even…","So Bafethu, you telling me corona virus made you eat all day? "
9,TUNE IN at 5PM TODAY: #CSO and #Youth virtual roundtable discussion on the economic impact of #COVID19 led by… https://t.co/wwAKa94ojp,Madagascar's Claims About Clinical Trials for Herbal Coronavirus Cure Creates Confusion: https://allafrica.com/stories/202005290763.html?utm_campaign=allafrica%3Aeditor&amp;utm_medium=social&amp;utm_source=twitter&amp;utm_content=promote%3Aaans%3Aabkopt #Africa #Madagascar #COVID19
10,RT @sarkodie: You guys got me on @JumiaGhana and I’m hooked 😊👌🏾 ... perfect way to shop without stepping out ... very essential in these #C…,Kenya reports 143 new coronavirus cases pushing country’s total to 1888 https://newsafricanow.com/kenya-reports-143-new-coronavirus-cases-pushing-countrys-total-to-1888/
11,"RT @_mdoc: We couldn't have been more excited to receive our #MamaDeliveryKit items at our office this week.

Profound thanks to all those…",No. I understand that Corona Virus fears politicians and so they cannot catch it.
12,"Uganda National Budget, a missed opportunity for Tourism post COVID recovery https://t.co/IHTHVkfD3H via… https://t.co/wkpJFPDDeB","Stocks close in the green, WHO declares coronavirus a global emergency http://dailyown.africa/stocks-close-in-the-green-who-declares-coronavirus-a-global-emergency/"
13,RT @CTAOP: #FBF to these GORGEOUS portraits which were on display at our first-ever NYC event last November 😍. Please take a moment to hold…,Credit to Nigeria! Now let’s show #COVID19 what we got! h/t @ogundamisi
