,Positive,Negative
0,1,0
1,OPEC haven't come to a deal to reduced production....they have increased and so has Russia....the latter....ie Russia are trying to cripple  America.....unless they restrict production it will go into meltdown.....this coupled with Corona virus is just like the perfect storm,
