,Positive,Negative
0,16,7
1,"Amid the coronavirus, human rights defenders need more protection @AJEnglish"," Total cases: 3,216,124 (+15,710) Total deaths: 227,879 (+986) Total recovered: 999,217 (+6,258) Last updated: 4/29/2020, 11:45:30 PM GMT #stayinside #COVID19 #coronavirus"
2,"This is excellent timing from Erdohan's perspective... Everybody is focused on #Covid19, and he forces his own way like this.","UK coronavirus: death toll in hospitals, care homes and community at 26,097 – as it happened "
3,"RT @Tejasvi_Surya: The only CM in India today who can start his weekend with a breakfast at MTR - city’s most famous joint. 

Sri @BSYBJP’s…",Coronavirus: NHS warns BAME staff 'at potentially greater risk' | UK News | Sky News 
4,,"America is a POWDER KEG because of inequality, unemployment, coronavirus, police murdering a citizen in Minneapolis--these comprise the PERFECT recipe for Civil War...!"
5,,Coronavirus: All you need to know about symptoms and risks @AJENews https://aje.io/2qbe9
6,,Why TikTok Is Worse Than Coronavirus https://youtu.be/cG7xB5vyt2U via @YouTube I couldn’t agree more
7,,"#DonaldTrump dreams of being a dictator, instead he is just a **ck. #CoronaVirus #China #COVID19 #TrumpLiesAboutCoronavirus"
8,,"This coronavirus #COVID19 is going to be a huge problem in US, due to a lack of science experts in US government. I mean, Pence is head of taskforce. Pluas #Azar stating that in case of vx, no promise it will be freely/cheaply available for everybody. https://www.theverge.com/2020/2/27/21155879/alex-azar-coronavirus-vaccine-affordable-insurance"
9,,"Interesting: person presents with symptoms, but these could wel be normal flu. So first: flu test. If result = no flu then automatically testing for #COVID19 (i.e. without link to infected areas!). "
10,,Finland issues China travel advisory over coronavirus concerns | Yle Uutiset | http://yle.fi  https://yle.fi/uutiset/11177914 …
11,,"Coronavirus: window of containment 'narrowing' after Iran deaths, WHO warns https://www.theguardian.com/world/2020/feb/21/coronavirus-window-of-containment-narrowing-after-iran-deaths-who-warns …"
12,,NHS to test Londoners for coronavirus at home https://www.theguardian.com/world/2020/feb/21/nhs-to-test-londoners-for-coronavirus-at-home …
13,,"RT @SkyNews: BREAKING: A smiling Queen looks on at a scaled back military parade at Windsor Castle, in her first outdoor event since the st…"
14,,"RT @ANI: #WATCH We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was done&amp;compounds were identified which can…"
15,,Southern Italy braces for 'tsunami' of coronavirus cases https://www.theguardian.com/world/2020/mar/19/southern-italy-braces-for-tsunami-of-conronavirus-cases?CMP=share_btn_tw …
