,Positive,Negative
0,2,1
1,Live from LAX: Coronavirus comes to US https://youtu.be/U1SoPAPZ5ns  via @YouTube,"Coronavirus: Hundreds infected, Chinese airport shut | Nine News Australia https://youtu.be/QCMth5GdAHw  via @YouTube"
2,,Coronavirus Outbreak: Video of people escaping quarantine goes viral | W... https://youtu.be/8qS1JEkycqk  via @YouTube
