,Positive,Negative
0,0,1
1,"Trump is breaking his own agency’s coronavirus guidelines by not self-quarantining

https://flip.it/NPk.nW ",
2,"Trump is breaking his own agency’s coronavirus guidelines by not self-quarantining

https://flip.it/3fLKik ",
