,Positive,Negative
0,1,0
1,New York State Gov. Andrew Cuomo said all non-essential businesses are to close Sunday at 8 p.m. due to coronavirus. Here's what stays open. https://trib.al/ila8eBF ,"The governor also called for an end to ""inequality in healthcare,"" with new testing sites in minority communities hit hard by coronavirus. https://trib.al/3uklaUW"
