,Positive,Negative
0,1,2
1,RT @TheRealPCB: Get well soon. Praying for your swift recovery!,RT @falamb3: #Covid_19 has finally met its match... @SAfridiOfficial all our prayers for you brother &amp; inshallah you will hit the virus for…
2,"RT @mushiafridi10: We all knew the relief work being done posed a risk for you as a family, but the duas gained from others is priceless. D…",
