,Positive,Negative
0,0,19
1,"He s doing the same thing to Trump, having his basement Coronavirus talks after Trump does his. Absolutely has no original ideas apparently. Plagarism is a crime! So is predtorial behavior.",Florida medical examiners were releasing coronavirus death data. The state made them stop. http://www.tampabay.com/news/health/2020/04/29/florida-medical-examiners-were-releasing-coronavirus-death-data-the-state-made-them-stop/ #SmartNews
2,"This Tweet was priceless Mel... Thanks for giving me a chuckle... I really needed it... ""Are we still doing Coronavirus or are we done with that?"" .... Priceless ","March 29, 2020 https://www.nytimes.com/2020/03/29/business/economy/coronavirus-china-supplies.html WASHINGTON — aircraft carrying 80 tons med supplies from Shanghai, first of 22 flights that White House officials say will funnel much-needed goods to the United States by early April as it battles the world’s largest coronavirus outbreak."
3,"What could more important than listening to Trump at West Point?
I am out of respect for @realDonaldTrump who has n… https://t.co/q1SB1RdQsF",ALERT! Teachers Unions Follwing Globalist Orders 2 Keep America Shut Down! Schools issue warning: Coronavirus testing and tracing are needed before campuses reopen = Schools Belong 2 FAMILIES not TEACHERS! #WWG1WGA
4,"BOOM Scientists Now Say Coronavirus Probably Man Made From Chinese Lab, ... https://youtu.be/_FRRgKBBmAE  via @YouTube","HOW ABOUT 800,000 CHILDREN GOING MISSING EACH YEAR IN AMERICA; WHAT ABOUT THE MORE THAN 600,000 SLAUGHTERED INNOCENCE IN THE WOMB EACH YEAR. YOU SILLY PEOPLE ON THE LEFT THINK THE NATION CAN'T DO MORE THAT ONE THING AT A TIME-EITHER LAUNCH OR CORONAVIRUS. WE CAN DO BOTH &amp; MORE."
5,,So... this coronavirus is no joke huh
6,,Chinese coronavirus cases discovered in Japan and Thailand - https://www.oann.com/chinese-coronavirus-cases-discovered-in-japan-and-thailand/ …
7,,"The outbreak is probably waaay worse than the Chinese are letting on.

Footage Shows People Dropping To The Ground In China Amid Coronavirus Outbreak https://www.newsbreakapp.com/n/0NwCP1xr?s=a2&pd=03YvFDZU …"
8,,How the new coronavirus stacks up against SARS and MERS https://www.sciencenews.org/article/how-new-wuhan-coronavirus-stacks-up-against-sars-mers …
9,,"cancel 2020 IMMEDIATELY! first we got Donald Trump almost sparking WW3 with Iran, then Australia is on fire, then we got the coronavirus, now the LEGEND Kobe and his daughter Gigi are dead? it’s only January give us a break"
10,,"Understanding the 2019 Novel Coronavirus Outbreak  101 
https://youtu.be/UAFj-sp-SYs  via @YouTube"
11,,Understanding the 2019 Novel Coronavirus Outbreak https://youtu.be/UAFj-sp-SYs  via @YouTube
12,,Coronavirus: 20-year-old Australian student describes life under Wuhan l... https://youtu.be/rxBT--E26pk  via @YouTube
13,,Coronavirus: Singapore raises alert level after signs of community spread https://www.scmp.com/week-asia/health-environment/article/3049539/coronavirus-singapore-raises-pandemic-alert-level … via @scmpnews
14,,China hits back at travel bans as concerns grow coronavirus could damage economy https://www.scmp.com/news/china/diplomacy/article/3049578/china-hits-back-international-travel-bans-concerns-grow … via @scmpnews
15,,Dr. Li Wenliang Wuhan Doctor’s Death A Massive Headwind For China Coronavirus Sentiment via @forbeshttps://www.forbes.com/sites/kenrapoza/2020/02/07/wuhan-doctors-death-a-massive-headwind-for-china-coronavirus-sentiment/#38c290b727cf …
16,,Wuhan   Doctor’s Death A Massive Headwind For China Coronavirus Sentiment via @forbeshttps://www.forbes.com/sites/kenrapoza/2020/02/07/wuhan-doctors-death-a-massive-headwind-for-china-coronavirus-sentiment/#38c290b727cf …
17,,"⁦I’m so fucking sick of this administration! ⁩

Acting White House chief of staff Mick Mulvaney claimed the media is covering the coronavirus outbreak only because it’s “all about” damaging President Donald Trump.  https://www.huffpost.com/entry/mick-mulvaney-donald-trump-coronavirus-response_n_5e593351c5b6beedb4ea5211 …"
18,,The Boy Who Cried Wolf - Wikipedia ⁦@CNN⁩ ⁦@MSNBC⁩ ⁦@abcnews⁩ hey! Stop with the coronavirus hysteria! https://en.wikipedia.org/wiki/The_Boy_Who_Cried_Wolf …
19,,@realDonaldTrump Your Legacy...among other things.
20,,People are buying all the cases of water at the store because of Coronavirus lol. People acting like it’s a hurricane or think it’s the apocalypse. 
21,,If you ever raved at (insert local shithouse venue) then you’re immune to coronavirus
22,,"MY MOM SAID BANANA LEAVES CAUSE YALL WANNA BUY ALL THE FUCKING TOILET PAPER FOR NO REASON. I said it once and I’ll say it again, coronavirus ain’t killing enough of you dumbasses pic.twitter.com/Ue38oaioN3"
23,,@GOP you f*cking worthless idiots THIS IS YOU SWAN SONG START COUGHING YOUR GOOD BYES  CDC admits they have only completed 77 coronavirus tests THIS WEEK https://mol.im/a/8106011  via @MailOnline
24,,What if the #coronavirus affects smokers while non-smoker lungs are more likely asymptomatic? Where is the data breakdown?
25,,"coronavirus has fucked my plans up so hard, bih. this year might be a wash smfh."
