,Positive,Negative
0,1,0
1,"having a coronavirus party. you come, you bring your kids, your grandparents. we drink, we have some burgers, maybe a slice of cake. everybody gets coronavirus. we get this thing over with. badabing badaboom, we’re back to work by April.",
