,Positive,Negative
0,16,4
1,"We are dealing with Corona virus,and thank God for our government that they are doing everything to keep us safe and provide us with income and helping businesses. don't know what they are fighting against in USA but it is not about safety. ",Why #Crowdfunding Could Be Crucial for #SmallBusinesses in These Times of Crisis https://link.medium.com/V07JNfT1U6 #Business #COVID19 #Coronavirus #Investing #VC #Economy #KeepTheLightOn #startups #Guide #HowTo
2,The Secret Lives of Perfect Social Distancers by @TheAtlantic https://link.medium.com/O89uErcKM6 #COVID19 #Coronavirus #Instagram #socialmedia #Tech #SocialDistancing,The Harsh #Future of American #Cities by @stevelevine in @genmag https://gen.medium.com/the-harsh-future-of-american-cities-7263da52fd1f #Architecture #Business #COVID19 #Coronavirus #Economy #USA #Tech #BigTech #Urban #Guide #HowTo #Innovation
3,Second Coronavirus patient in the Netherlands. The patients is from a city close to Amsterdam and she recently returned from Italy. #sarscov2 #covid19 #coronavirus #Amsterdam #Netherlands https://www.rivm.nl/nieuws/tweede-patient-in-nederland-met-covid-19,Our #Economy Was Just Blasted Years Into the #Future by @stevelevine in @MRKR https://marker.medium.com/our-economy-was-just-blasted-years-into-the-future-a591fbba2298 #Business #COVID19 #Coronavirus #Tech #History #TBT #BigTech #socialmedia
4,RT @MileyCyrus: Across the Netherlands🇳🇱 you united in solidarity with Black Lives Matter in the US. We must keep standing together to tack…,"210 doden door het COVID19/Corona Virus in Iran, aldus de BBC. ""Iran death toll could be as high as 210."" according to the BBC. #CoronaVirus #coronavragen #CoronaVirusUpdates Bron/Source: https://www.bbc.com/news/live/world-51669434"
5,RT @NnamdiFans: The new shiny Chinese face of #TheZooCalledNigeria after Jubril had died of the #COVID19 along with Abba Kyari. @MaziNnamdi…,I think panicking reporters insinuating unrealistic questions around #COVID19 are not helping containing the issue...
6,"RT @SFdirewolf: By @SFdirewolf

Freedom for Some Is Not Freedom for All: COVID-19, Institutions, and Disability Rights 

https://t.co/2tht0…",https://www.youtube.com/watch?v=nboLD7-wbo4 First confirmed Coronavirus case in The Netherlands! #Coronavirus #CoronavirusNederland #Covid19 #Covid19Nederland
7,,A weak positive test? #SARSCoV2 #covid19 #coronavirus
8,,Chinese Formula E And Formula One Rounds In Jeopardy Of Cancellation As Coronavirus Spreads https://jalopnik.com/chinese-formula-e-and-formula-one-rounds-in-jeopardy-of-1841189437?utm_medium=sharefromsite&utm_source=jalopnik_twitter … via @@jalopnik
9,,"Damn, this took me way too long to understand  I'm blaming the Corona virus"
10,,Coronavirus Anxiety: 4 Ways to Cope with Fear https://psychcentral.com/blog/coronavirus-anxiety-4-ways-to-cope-with-fear/#.XjdfZlOTWG9.twitter …
11,,Coronavirus Checks China’s Blockchain Ambitions http://bit.ly/2uztAWt  http://bit.ly/2uztAWt pic.twitter.com/PtD3UMZFJA
12,,Coronavirus: first case confirmed in London as major tech event in Barcelona cancelled – latest news | Coronavirus outbreak | The Guardian.   Nog een risico van #Schiphol transfer functie.   not surprising that there is a case in London main UK hubhttps://www.theguardian.com/world/live/2020/feb/12/coronavirus-live-updates-deaths-infections-symptoms-transmission-wuhan-china-cruise-ship-quarantine-cases-latest-update-news …
13,,RT @JuliansRum: The only thing masks prevent is my respect. https://t.co/jenz5arjz8
14,,"RT @munaluqman: The situation in #Aden needs immediate attention and emergency assistance 
Eveyone has failed in #Aden and it is time they…"
15,,"Southeast Asia #COVID19 Update

For #coronavirus &amp; #emergingmarkets report:

👉 https://t.co/biCdPNfd9R

-… https://t.co/oWNdYvaAmx"
16,,"RT @Maryam_Rajavi: Ali Younesi has contracted the #COVID19 disease in Evin Prison, a flagrant crime against humanity despite previous warni…"
17,,RT @AstraZeneca: We have reached an agreement with the Inclusive Vaccines Alliance to supply up to 400 million doses of @UniofOxford’s pote…
18,,"Covid19/corona is gestopt
#HefAlleBesperkingenOp"
19,,Italy reports a 50% spike in coronavirus cases as death toll hits 34 http://dlvr.it/RR3Kds 
20,,So is he dropping out? Does he have symptoms of #coronavirus and will he self-quarantaine? Or is he cancelling all of his events for #corona reasons?
