,Positive,Negative
0,1,12
1,On Lock N Load Radio: From Gun Cases before the Supreme Court to the Coronavirus https://ussanews.com/News1/2020/05/30/on-lock-n-load-radio-from-gun-cases-before-the-supreme-court-to-the-coronavirus/,SCOTUS Rejects Challenge to Coronavirus Limits on California Church Services 
2,,"Warren Unbelievably Blames #Trump, #Climate Change For Disease Outbreak Like Coronavirus https://ussanews.com/News1/2020/01/30/warren-unbelievably-blames-trump-climate-change-for-disease-outbreak-like-coronavirus/"
3,,City turned ghost town: Take a look inside sealed-off Wuhan amid coronavirus outbreak in #China
4,,Thousands Trapped On Cruise Ship Off Italian Coast Over Possible Coronavirus Cases 
5,,"Upwards Of 300,000 Chinese Will Contract Coronavirus In Next 10 Days, Researcher Predicts https://ussanews.com/News1/2020/01/25/upwards-of-300000-chinese-will-contract-coronavirus-in-next-10-days-researcher-predicts/ …"
6,,"GOT SYMPTOMS? Coronavirus in #China spreads, whistleblower Wuhan nurse says over 90 thousand infectedhttps://ussanews.com/News1/2020/01/27/got-symptoms-coronavirus-in-china-spreads-whistleblower-wuhan-nurse-says-over-90-thousand-infected/ …"
7,,HMM: Coronavirus Patent is Owned by Vaccine-Production Institute Funded by Bill Gates https://ussanews.com/News1/2020/01/29/hmm-coronavirus-patent-is-owned-by-vaccine-production-institute-funded-by-bill-gates/ …
8,,"5 million potential carriers have left Wuhan, Coronavirus now “more transmissible” https://ussanews.com/News1/2020/01/26/5-million-potential-carriers-have-left-wuhan-coronavirus-now-more-transmissible/ …pic.twitter.com/8M0Cm31VDL"
9,,eBay censors and deletes listings of t-shirts about coronavirus https://ussanews.com/News1/2020/02/15/ebay-censors-and-deletes-listings-of-t-shirts-about-coronavirus/ …pic.twitter.com/2A3YA0OYUn
10,,"#UN #health agency calls coronavirus 'the worst enemy you can imagine,' warns vaccine could take 18 months https://ussanews.com/News1/2020/02/12/un-health-agency-calls-coronavirus-the-worst-enemy-you-can-imagine-warns-vaccine-could-take-18-months/ …"
11,,How the Coronavirus Will Impact Tech Industry Shipments in Q1 2020 https://ussanews.com/News1/2020/02/22/how-the-coronavirus-will-impact-tech-industry-shipments-in-q1-2020/ …
12,,"‘Coronavirus party’ at SUNY Albany leads to #campus outrage, demands for apologyhttps://ussanews.com/News1/2020/02/22/coronavirus-party-at-suny-albany-leads-to-campus-outrage-demands-for-apology/ …"
