,Positive,Negative
0,1,4
1,"Alert 
Global alert for coronavirus which may cause infections from common cold to severe acute respiratory syndrome pic.twitter.com/pIeBeVL0X6",
2,"Rest of days freely spread disease, no issue. Nation is brave will face consequences.
Once go for very strict lock… https://t.co/pkpOAa2vDw",
3,RT @dpr_gob: CS Balochistan @FazeelAsgharDMG  said Plazma  treatmnt of #COVID19 patients hs strtd in province which has resulted recovery o…,
4,"ALLAH Pak Bless You and Give you speedy Recovery.
Ameen.
#Lala #shahidafridi",
5,"Alhamdulilah more than 10,000 patients of #COVID19 has been recovered and deaths have been started to decline. Insh… https://t.co/oJ2iSNdDId",
