,Positive,Negative
0,0,1
1,"RT @ANI: #WATCH We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was done&amp;compounds were identified which can…","RT @AAI_Official: ""We seek your cooperation to break the chain of #COVID19 transmission""- #AAI's @AirportUdaipur requests its passengers.
T…"
2,"RT @i_VIPANAN: For us, life matters!

#DigitalMarketing #digitalmarketingagency #agencylife #covid19 #surat #suratreadytofight #Gujarat #Gu…",
