,Positive,Negative
0,1,0
1,"To all of y'all wearing masks right now...

They don't work against Coronavirus. The disease is small enough to go through the pores in the mask. You might as well shed them if you aren't infected.

#CoronaVirusFacts","U need to make a diss track on Coronavirus, no  "
