,Positive,Negative
0,7,5
1,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30183-5/fulltext#.XizSAZL5VZg.twitter …",It's the end of times when the Amish show up to protest the evil in this world. #coronavirus 
2,"Heads up! Coronavirus case in Chicago. China is building a new hospital in a week just for these victims. There's something there're not telling the rest of the world. This is a serious virus. It jumps from animal to human, back & forth. Spreads too easily.",ngl the corona virus ain’t a reason to make offensive jokes or be offensive towards asian people but hey... some y’all use still using the word “nigga”//“nigger” and complaining bout joking around with this virus...
3,"RT @murtazawahab1: In #Sindh, 1616 people have recovered from #COVID19 over the last 24 hours. The high recovery shows that corona can be t…",My co-worker decided to buy amd stock alcohol just incase corona virus hits the PH
4,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
5,RT @sarkodie: You guys got me on @JumiaGhana and I’m hooked 😊👌🏾 ... perfect way to shop without stepping out ... very essential in these #C…,RT @TimilehinEburu: Just a reminder that Nigeria cut down their HEALTH Budget to fund the renovation of @nassnigeria Complex in the same ye…
6,"RT @ANI: #WATCH We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was done&amp;compounds were identified which can…","Coronavirus Sparks Shortage for Crucial Supplies, Hand Wipes Disappearing http://dlvr.it/RR6spn "
7,Coronavirus Forces Italian Hotel Employees to Be Served Quarantine-Style http://dlvr.it/RR3KvF ,"No, based off of other epidemics, yo my knowledge there has never been a coronavirus that DRASTICALLY mutated 2-3 times"
8,"Tokyo Olympics Will Go On As Planned Despite Coronavirus, IOC Rep Says http://dlvr.it/RRBWKC ",God created corona virus
9,and that has nothing to do with the coronavirus,
