,Positive,Negative
0,20,8
1,Fauci: Second wave of coronavirus 'inevitable' https://bit.ly/2ShpN8H via @thehill #COVID19 #CoronavirusPandemic,People are getting mad about the wrong things during the lockdown due to coronavirus. Im pissed at the fact that Im in a country that cannot support its people during a mass shut down. I am not pissed at the state governments that are prioritizing the health &amp;lives of its people
2,Are Liberals still recording the cause of every death in their state - “Corona Virus” Related ; asking for a friend. Coronavirus: US top infectious disease doctor says drug trial shows 'quite good news' #Coronavirus ,"Racist? I’m sorry, but if the coronavirus didn’t exists, then HELL YEAH it’s RACIST as Fuck, but it does and This is just Self Preservation. I tell my kids if someone in class is sick, stay away until they are better, Race never plays into it!"
3,Absolutely 'ing the volatility. Also the opportunity to nicely tell the drama queens if they had studied harder at age 15 they would have gotten better than a C- in HS biology class. The ignorance regarding CoViD19 and viruses in general is astounding. ,"First case of person-to-person transmission of Wuhan virus in the US confirmed in Chicago, Illinois. #CoronavirusOutbreak #Coronavirus "
4,"Any of your markets journos have interest in probable #CoronaVirus frauds @naomi_rovnick?

Do not own puts in these dogs. Also not short. Trying to protect greedy/naive retail investors.

Lemme know.",Dow falls 800 points as Wall Street rout continues into a seventh day https://www.nbcnews.com/business/markets/wall-street-rout-continues-seventh-day-dow-falls-800-points-n1144791 via @nbcnews #COVID19US #TrumpVirus #CoronaVirusUpdates #COVID19 #dow #DowJones
5,$CYDY Exploring Leronlimab As A Potential Treatment For Patients Infected With 2019 Novel Coronavirus,"US travel restrictions go into place Sunday evening to combat coronavirus spread
https://www.cnn.com/2020/02/02/us/coronavirus-us-travel-restrictions/index.html …"
6,LAX screening passengers from China as coronavirus reaches US: WATCH LIVE https://www.ground-beyond-zero.com/showthread.php?tid=81256&pid=297797#.XijQ2_LfA4o.twitter …,"The total corona virus cases just updated 60,016 cases and 1,402 died 13/02/20 https://www.ground-beyond-zero.com/showthread.php?tid=81902&pid=300033#.XkSP0BNTVDY.twitter …"
7,Senator Tom Cotton: Trump Should Consider China Travel Ban Over Coronavirus Outbreak https://www.thegatewaypundit.com/2020/01/senator-tom-cotton-trump-should-consider-china-travel-ban-over-coronavirus-outbreak/ … via @gatewaypundit,"The total corona virus cases just updated 65,213 cases and 1,486 died 14/02/20 https://www.ground-beyond-zero.com/showthread.php?tid=81902&pid=300033#.XkXivSOWOYk.twitter …"
8,$IBIO Collaborates with Beijing CC-Pharming to develop coronavirus vaccine;,"The total corona virus cases just updated 73,255 cases and 1,868 died 18/02/20 https://www.ground-beyond-zero.com/showthread.php?tid=81902&pid=300033#.Xksnq6mO9xA.twitter …"
9,"$LGND its partners are using the company's proprietary technologies to support and enable potential treatments for the coronavirus that originated in Wuhan, China.",Italy locks down 10 towns after 1st coronavirus death as cases jump to 17 https://www.ground-beyond-zero.com/showthread.php?tid=82689&pid=303602#.XlG79renVNE.twitter …
10,"$COCP positive preclinical and clinical data obtained to date in hepatitis C, influenza and norovirus programs that will bolster confidence in potential of its platform to address additional viral diseases, including coronavirus respiratory infections.",US coronavirus: Death toll reaches 100 people in US and West Virginia reports first case - CNN https://www.cnn.com/2020/03/17/health/us-coronavirus-updates-tuesday/index.html …
11,Brazil confirms first Latin American coronavirus case https://thehill.com/policy/healthcare/484698-brazil-confirms-first-latin-american-coronavirus-case …,
12,RT @CanBorderSOR: #COVID19 - @CanBorderSOR reminds all boaters that travel from the United States to your cottage on your boat is still pro…,
13,"$VRTX said on Monday the global coronavirus outbreak has not had any impact on its supply chain or its 2020 business outlook, adding that it has built up significant safety stock into its supply chain and also secured second source suppliers that are geographically diverse",
14,"Protect yourselves out there.

#NoOneIsImmune
#COVID19
#coronavirus",
