,Positive,Negative
0,1,0
1,"between 291,000 and 646,000 people worldwide die from seasonal influenza Be very scared of corona virus - around 100 people died of corona virus #CoronavirusOutbreak",WHO declares global emergency for corona virus for 8000 infections and 150 dead. In China. Meanwhile millions impacted by influenza and hundreds of thousands die from season influenza. Globally. Annually. #CoronavirusOutbreak
