,Positive,Negative
0,1,0
1,Dinner tonight .... what #coronavirus ? pic.twitter.com/vTxULvyttg,
2,"RT @OffGuardian0: Let's be clear - whatever the motivation/good intentions of isolated individuals may have been, the degree of coordinatio…",
