,Positive,Negative
0,5,9
1,"So if you catch the #COVD19 coronavirus, you have a 97.2% chance of survival. Better prospects than SARS. Better prospects than H1N1. Better prospects than MERS. Better get back to normality, I reckon.","Coronavirus: Travelers from China to LAX, SFO and JFK airports to be screened for new SARS-like illness  https://www.washingtonpost.com/health/2020/01/17/coronavirus-us-airports-screening/ …"
2,"Exactly, and has, for 5 years now.  Amazing!! #Lysol can handle this... #coronavirus , #Coronavirusushttps://twitter.com/maddmav/status/1233539729632759811 …","Eight Chinese citizens arrested after speculating on origin of coronavirus on Weibo can no longer be found

https://reclaimthenet.org/china-coronavirus-censorship/ …"
3,"RT @oht20media: UPDATES : INDONESIA

          Total   13 June  12 June 11 June

Cases  37,420   1,014   1,111    979

Recover 13,776  563…","China coronavirus: first fatality reported outside Hubei province as man dies in Hebei near Beijing, while eight cities now on lockdown | South China Morning Post. Shiyan could be next.  https://www.scmp.com/news/china/society/article/3047453/china-coronavirus-first-fatality-reported-outside-epicentre …"
4,"RT @priyadamini24: #Thread 🧵 

As India’s #COVID19 tally inches towards the 3 lakh mark, here is a thread of IMPORTANT CRUCIAL THINGS THE G…",No need to be alarmed (be vigilant) but this Wuhan coronavirus is spreading faster than SARS did in 2003. It’s the slow incubation (but contagious) period that is the issue - 2 weeks. Our offices in BJ & HK will remain closed until mid next week. We will all b working from home.
5,,"Coronavirus: as journalists in China disappear, citizens turn to Twitter to find the truth

https://reclaimthenet.org/chinese-citizens-using-twitter-coronavirus/ …"
6,,"Twitter suspends Harry Chen PhD, known for reporting about coronavirus direct from Wuhan

https://reclaimthenet.org/twitter-suspends-harry-chen-phd-cornavirus/ …"
7,,RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
8,,RT @ICYMl: ICYMI: @nytimes launched a site to keep track of #COVID19 vaccine developments 🦠💉 https://t.co/dYFuVN4fgX
9,,RT @rameeshkailasam: The #scale of #population... our states vs countries.. displays administrative challenges on size density... managing…
10,,"She a danger to the U.S. and the @POTUS . @FBI , @SecretService ==> If I do get the Coronavirus I’m attending every MAGA rally I can’ - Denver Communist Official Says She Will Use Deadly Virus as Bio Weapon Against Trump Supporters https://www.thegatewaypundit.com/2020/03/if-i-do-get-the-coronavirus-im-attending-every-maga-rally-i-can-denver-communist-official-says-she-will-use-deadly-virus-as-bio-weapon-against-trump-supporters/ … via @gatewaypundit"
11,,"Trump says Google is building a coronavirus screening website

nO, fAkE nEwS, iTs gOoGleS pArEnT cOmPaNy ThAtS mAkInG iT https://twitter.com/verge/status/1238590841721106433 …"
