,Positive,Negative
0,2,1
1,American supermarket shelves are stripped bare in coronavirus panic https://mol.im/a/8056301  via @MailOnline,
2,"Florida Republican becomes first member of Congress to test positive for coronavirus
Rep. Mario Diaz-Balart’s office said in a statement that the Republican congressman isolated himself at his Washington, D.C., apartment after experiencing flu-like symptoms this past Friday,",
