,Positive,Negative
0,1,0
1,"Great it'll come here now. #closetheborders 

""Japan confirms its first case of the SARS-like coronavirus""  https://twitter.com/i/events/1217743831027728385 …","What a fuckn joke , I got a rash on my ass should I get tested too ? """"Frostbite"" toes and rashes may be signs of a coronavirus infection"" "
