,Positive,Negative
0,,"March Madness canceled over coronavirus as MLB, MLS and NHL suspend action | Sport | The Guardian https://www.theguardian.com/football/2020/mar/12/mls-suspends-season-as-coronavirus-outbreak-hits-us-sporting-calendar …"
