,Positive,Negative
0,"FRANCO, F. Merlin; BUSSMANN, Rainer W. Rising to the occasion: outlining #Ethnobiologists’ response to the coronavirus (COVID-19) #pandemic. #Ethnobotany Research and Applications, [S.l.], v. 20, p. 1-4, may. 2020. ISSN 1547-3465. Available at: &lt;http://ethnobotanyjournal.org/index.php/era/article/view/2135/1049&gt;.",
