,Positive,Negative
0,18,15
1,Right now we have universal basic income for a month while we hide from the Coronavirus. We can't get people to work in the meat packing plants. Farmers are culling livestock and dumping milk. And Democrats still think this is a good idea... ,"Ventilator, PPE and Coronavirus test shortages were not essential enough to require the Dear Production Act but bacon and ribs... shortsighted decision making less driven by critical need than election strategy."
2,"5 million tests per day sounds low. Why not 10 million tests, why not 15? Donald Trump will say whatever bull that comes dribbling out of his mouth to make it appear that he has the coronavirus under control. If u believe that, I have a condo in Trump Tower Moscow 2 give you.","I want Trump to explain how such an order puts America 1st? Especially when there has been 1million cases of coronavirus &amp; 60,000 deaths. Now there r widespread cases in ALL of these meat packing facilities. This is NOT American workers 1st, this is American workers sick &amp; dying"
3,We've got people at work testing positive for the flu. Add the Corona virus showing up in the US and I'm getting more paranoid by the day.,Coronavirus Live Updates: Stocks Dip As Coronavirus Fear Triggers Safe-Haven Buying https://www.theepochtimes.com/coronavirus-live-updates-south-korea-reports-142-more-cases_3246521.html …
4,Coronavirus Live Updates: American Evacuees to Stay on Air Base for At Least 72 Hours https://www.theepochtimes.com/coronavirus-live-updates-americans-pass-health-test-after-evacuation-from-china_3220021.html …,"Has ANYONE in their lifetimes EVER seen panic on a scale that this Coronavirus (SARS2) has created thanks to the media & Dems? 

Stocks are tanking, everything is closing, colleges remote only in NY, people freaking out & buying out stores!

This is Madness!!!

#coronavirus"
5,"Fourth Case of Chinese Coronavirus Confirmed in US, Officials Say https://www.theepochtimes.com/4th-case-of-chinese-coronavirus-confirmed-in-the-us-officials-say_3216593.html …",
6,Coronavirus Live Updates: Funeral Homes in Wuhan Cremating Dozens of Bodies a Day https://www.theepochtimes.com/coronavirus-live-updates-41-more-passengers-infected-on-diamond-princess-in-japan_3230334.html …,
7,The more you know...    #coronavirus #LaughterTheBestMedicinepic.twitter.com/sUdhuVUGPV,
8,"HOW TO KEEP FROM CATCHING CORONAVIRUS:

DO NOT TOUCH YOUR FACE!!! 

https://www.youtube.com/watch?v=mA1wqjaeKj0 …",
9,"HEY CORONAVIRUS, how am I supposed to make room in my stressbrain to fretfully check election results tonight huh",
10,Young and unafraid of the coronavirus? Good for you. Now stop killing people | Opinion https://www.newsweek.com/young-unafraid-coronavirus-pandemic-good-you-now-stop-killing-people-opinion-1491797 …,
11,And just what would you have done different? I’d bet a buck the first time you heard the term Corona Virus you thought a bunch of spring breaker’s drank too much beer. You’d be a perfect fit in Joseph Goebbels world.,
12,Sign up for email updates from New York State on #Coronavirus: https://now.ny.gov/page/s/coronavirus-updates …,
