,Positive,Negative
0,,& the people that did protest the corona virus were “nice people trying to get back to their normal lives” if they’re so nice then why did they have weapons?? &amp; why didn’t the police give a fuck then? &amp; why didn’t they call them “thugs” &amp; “criminals” ? MAKE IT MAKE SENSE!!
