,Positive,Negative
0,,"Worried About Catching The New Coronavirus? In The U.S., Flu Is A Bigger Threat https://www.npr.org/sections/health-shots/2020/01/29/800813299/worried-about-catching-the-new-coronavirus-in-the-u-s-flu-is-a-bigger-threat?utm_campaign=storyshare&amp;utm_source=twitter.com&amp;utm_medium=social This year in the US 8K deaths from flu; last year 34K deaths from flu. 20seconds min. to wash hands. Always."
