,Positive,Negative
0,0,1
1,"Facts ! 
#PublicHealthCrisis
#coronavirus https://twitter.com/RBReich/status/1232939748286550018 …","RT @MontyBoa99: At his upcoming #COVID19 super-spreader rallies, what will POUTS say about the epidemic?

(Besides, ""I take no responsibili…"
