,Positive,Negative
0,0,1
1,China flights still arriving at Logan International Airport as coronavirus fears grow ,
2,This book predicted 2020 coronavirus outbreak 12 years ago. Trending now https://www.indiatoday.in/trending-news/story/this-book-predicted-2020-coronavirus-outbreak-12-years-ago-trending-now-1652433-2020-03-04 … via @indiatoday,
