,Positive,Negative
0,Why people are flouting coronavirus social distancing precautions that we know save lives http://news.yahoo.com/why-people-flouting-coronavirus-social-distancing-precautions-know-145700783--abc-news-topstories.html?soc_src=community&amp;soc_trk=tw via @YahooNews,
