,Positive,Negative
0,"RT @nextstrain: Thanks to #opendata sharing by @CDFD36684672, @DBTIndia, @LMU_Muenchen, @TanjaStadler_CH, @ETH, @ETH_BSSE &amp; @GISAID, we’ve…",
