,Positive,Negative
0,1,0
1,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…","I will treat coronavirus the same way we treat flu. 

Rest 
Hydration
Zicam
Tylenol
Ibuprofen 
Blackout room for 3 days"
