,Positive,Negative
0,2,16
1,China is boosting #vaccine manufacturing capacity China building secure sites to fast track coronavirus production https://www.scmp.com/news/china/science/article/3086824/china-building-secure-facilities-fast-track-coronavirus-vaccine?utm_source=Twitter&amp;utm_medium=share_widget&amp;utm_campaign=3086824 via @scmpnews,WHO changes its mind on corona virus declares global emergency. Infected count to 8168 (official). 
2,"this guy makes a solid attempt at beating his previous record for dumbest #covid19 tweet ever. check it out, @MackayIM",Awareness of the _need_ to test specific cases is far out stripping US capacity to do so: #covid19 
3,"Some straight talk on containment, travel limiting, quarantine and so on. #covid19 its amazing how damaging ideas or theories are circulating today, some from smart people. this thread explains things: ",Witness any racism towards fellow Canadians (of Chinese descent)? Then stand up & speak out. Period. (Hat tip @atRachelGilmore) #coronavirus https://twitter.com/C_Somos/status/1222231932890701824 …
4,"New advanced American Strategy deployed.
A Florida law firm has launched a class action against the Virus. The Berman Law Group has a class of 5, none of whom have yet contracted it.
#coronavirus https://twitter.com/csm8964/status/1239702077418303489 …",Omg this episode has been on a loop in my head since the coronavirus outbreak  https://youtu.be/hqCVB0tOSVQ 
5,Chinese military scientists ordered to win global race to develop coronavirus vaccine https://www.scmp.com/news/china/military/article/3075843/chinese-military-scientists-ordered-win-global-race-develop …,"fyi for your stupid culture war

#coronavirus is in north korea https://twitter.com/QTAnon1/status/1226649972449243136 …pic.twitter.com/8bCrCNUbG4"
6,,"4 Plagues Are Marching Across Asia: Coronavirus, African Swine Fever, H5... https://www.pinterest.com/pin/366269382198977115/ …"
7,,Hawkeyes dont worry about coronavirus.  If it were buschlightvirus no one would leave the house.
8,,how long before peloton offers a “corona virus combat member intro package” pic.twitter.com/ERlh0qf50C
9,,"CORONAVIRUS DEATH TOLL: China lying about numbers, death rate...& whistl... https://www.pinterest.com/pin/366269382199090248/ …"
10,,"RT @ANI: #WATCH We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was done&amp;compounds were identified which can…"
11,,"RT @GodwinValerie1: Hi everyone
My team finally made a quiz app and we are in need of downloads and reviews, please we need you to download…"
12,,~20 positive cases among 400 tests run presumably on high risk or “likely” or symptomatic people in washington state #coronavirus https://twitter.com/UWVirology/status/1236017803162873856 …
13,,"I guess you guy’s are on assumptions only, the facts remains that #COVID19 came to humans from animals only. And recently two pet dogs in #Hongkong got #Coronavirus #StayHomeStaySafe #StaySafeHelpOthers"
14,,What if an astronaut contracts Coronavirus-19? #ATS http://www.abovetopsecret.com/forum/thread1259466/pg1 …
