,Positive,Negative
0,19,28
1,#coronavirus real time updates. Keep up with the actual numbers. This link will give them to you #COVIDー19 #coronavirus https://coronavirus.smartnews.com/us/?enableShareFromApp=true #COVID19,People who think the coronavirus is fake and not practicing social distancing is going to die.
2,Worcester Walmart store ordered closed after 23 employees test positive for coronavirus ,Yep he has lost his little mind putting the in Jeopardy with this pandemic. Coronavirus got him looking bad. 
3,The first human-to-human transmission of coronavirus in the United States has been documented in Illinois. Listen: http://bit.ly/cbsnewscast,China coronavirus: deadly day in Hubei as a record high 42 patients die; China total rises to 213 | South China Morning Post 
4,"Men may be more prone to coronavirus than women, Chinese study finds | South China Morning Post ",Deadly coronavirus takes just 15 minutes to spread from person to person 
5,"How About That ""#CoronaVirus"" That Came from #Bats? Are We Ready Not Only #Zombies, bur for #Vampires?! #BatSoupCrazy",Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus https://www.nytimes.com/2020/01/17/health/china-coronavirus-airport-screening.html …
6,"JFK, SF and LAX airports to screen for Chinese coronavirus
https://mol.im/a/7900341 ","25 More Coronavirus Deaths in China, Hong Kong Restricts Travel  https://www.bloomberg.com/news/articles/2020-01-28/coronavirus-spreads-in-new-europe-cases-china-travel-tightens …"
7,"US to screen passengers for new China coronavirus at 3 airports, United States - The Straits Times https://www.straitstimes.com/world/united-states/us-to-screen-passengers-for-sars-like-china-mystery-virus …","China says deadly coronavirus accelerating: 1,300+ cases, 56+ million in lock down  https://americanmilitarynews.com/2020/01/china-says-deadly-coronavirus-accelerating-1300-cases-56-million-in-lock-down/?utm_source=smartnews …"
8,"No link with seafood market in first case of China coronavirus, Chinese scientists revealed  https://www.scmp.com/news/china/society/article/3047646/no-link-seafood-market-first-case-china-coronavirus-chinese …",China coronavirus: deadly day in Hubei as a record high 42 patients die; China total rises to 213 | South China Morning Post https://www.scmp.com/news/china/society/article/3048320/china-coronavirus-deadly-day-hubei-record-high-42-patients-die …
9,Is The #CoronaVirus A Form Of #BioWeapon?! That #BatSoupCrazy Story is Not Convincing Many... Hmm...,"Woman Claiming to Be a Wuhan Nurse Alleges Over 90,000 Are Infected With Coronavirus in Viral Video  https://nextshark.com/coronavirus-nurse-china-90000-cases/ …"
10,"Men may be more prone to coronavirus than women, Chinese study finds | South China Morning Post https://www.scmp.com/news/china/society/article/3048295/men-may-be-more-prone-coronavirus-women-chinese-study-finds …",Coronavirus: China death toll hits 425 as new cases in Hubei increase by record high | South China Morning Post https://www.scmp.com/news/china/society/article/3048815/coronavirus-china-death-toll-hits-425-new-cases-hubei-jump …
11,"China coronavirus: three new cases in Hong Kong, increasing total number to five | South China Morning Post https://www.scmp.com/news/hong-kong/health-environment/article/3047549/china-coronavirus-hong-kong-reports-66-more …","RT @YourAnonNews: Yesterday, there were 140,927 new cases of #COVID19 and 4,603 additional deaths were reported in the past 24 hours.

This…"
12,Did pangolins spread the China coronavirus to people? https://www.nature.com/articles/d41586-020-00364-2 …,
13,China's Q1 GDP won’t drop below 5% despite coronavirus - Global Times http://www.globaltimes.cn/content/1178394.shtml …,
14,It is very obvious that the Trump administration is attempting a major cover-up by withholding information on the seriousness of the Coronavirus. https://twitter.com/kylegriffin1/status/1233170156882448384 …,
15,Want to see #COVID19 data that is probably much more accurate than what the state of Florida is telling you? Well t… https://t.co/hVOKcryTfc,
16,PURE ZONE® #CovidCompliance Daily News (https://t.co/m6U1z7DsZ6)! https://t.co/q7iEVTmdi9 Credits: @bgg2wl… https://t.co/lnj9wtHM45,
17,RT @traderDanielle: What are #YourDailyFive? I'm watching key #COVID19 tickers for a bullish run into earnings. Check out the video below t…,
18,"A rate cut  and a tax cut , how are these going to prevent people from catching the Coronavirus? https://twitter.com/JenniferJJacobs/status/1234613913406365698 …",
19,"21 people aboard a cruise ship off the California coast tested positive for the coronavirus.

Listen: http://bit.ly/cbsnewscast ",
20,I'd like to demand that those like yourself and Schumer stop politicizing the #coronavirus.  It's as if you're cheering on the spread of this virus in order to slam the Trump admin for political gain while disregarding the reality of what the Trump admin has already done. https://twitter.com/SpeakerPelosi/status/1236790504249057280 …,
21,"Who cares ,Bernie Sanders was just asked if he was president if he would close the borders to keep the coronavirus out and he said absolutely not! So don’t be knocking Trump!",
