,Positive,Negative
0,5,3
1,Wall Street rallies on promising coronavirus drug https://reut.rs/3f22B8k #news #business #social,U.S. stock futures fall more than 1 percent as coronavirus fears spread https://reut.rs/2uBL1Fm  #news #business #socialpic.twitter.com/EATpqGybox
2,In #Travel News...  Three U.S. Airports to Screen Passengers for Chinese Coronavirus https://www.nytimes.com/2020/01/17/health/china-coronavirus-airport-screening.html?emc=rss&partner=rss …pic.twitter.com/lNK586zSfB,
3,"Starbucks sees hit as coronavirus prompts over 2,000 China store closures https://reut.rs/2U44ERm  #news #business #socialpic.twitter.com/Klc2S2Y0yx",
4,In #Travel News...  The Coronavirus: What Travelers Need to Know https://www.nytimes.com/2020/01/26/travel/Coronavirus-travel.html?emc=rss&partner=rss …pic.twitter.com/k04JD3HzFC,
5,"Oil up more than 2% on slowing coronavirus cases, U.S. move on Venezuela https://reut.rs/2uZ1KDd  #news #business #socialpic.twitter.com/FuzDbRjPNI",
6,"Stop and Smell the Travel! In Coronavirus, $45-Billion Cruise Industry Faces a Big Challenge https://www.nytimes.com/2020/02/12/travel/coronavirus-cruises-travel.html?emc=rss&partner=rss … #travelpic.twitter.com/9W6ZovESHK",
7,"Stop and Smell the Travel! In Coronavirus, $45-Billion Cruise Industry Faces a Big Challenge https://www.nytimes.com/2020/02/12/travel/coronavirus-cruises-travel.html … #travelpic.twitter.com/U8NDBlEXvg",
8,"Royal Caribbean cancels 18 cruises, warns coronavirus hit to yearly profit https://reut.rs/2So3zTa  #news #business #socialpic.twitter.com/gCtXQIpwZI",
9,U.S. stock futures resume coronavirus rout as trading resumes https://reut.rs/32GvMIh  #news #business #socialpic.twitter.com/L7YvGr6EOl,
10,"We need a stimulus and supportive package for businesses affected by
#COVIDー19

I'm looking at you @realDonaldTrump & @BorisJohnson
#SXSW #COVIDー19 #sxswcancelled #sxswcanceled #SXSW2020 #CoronavirusOutbreak #coronavirus",
11,Global stocks rally as Biden surge offsets coronavirus fears https://reut.rs/39toJ8s  #news #business #socialpic.twitter.com/0Yc21WADEF,
12,This just in... Canceled Because of Coronavirus: A Brief List https://www.nytimes.com/2020/03/09/world/coronavirus-cancelled-events.html … #travelpic.twitter.com/wy2pwqN8wo,
