,Positive,Negative
0,1,0
1,"We WILL take action against China and the World Health Organization says Donald Trump as intelligence agencies are ordered to find out what Beijing really knew about coronavirus =http://a.msn.com/01/en-gb/BB13ndlW?ocid=st Trump is a real ball breaker, is he going to vaccine bleach the Chinese?",NHS staff coronavirus inquests told not to look at PPE shortages 
