,Positive,Negative
0,18,14
1,With wry humour and a strong desire to expose the TRUTH @HighImpactFlix rumbles the fake stats of #COVID19 #coronavirus #Lockdown https://youtu.be/9QV8ekh2F18,Britain's double shame: coronavirus deaths and economic collapse 
2,"#Goodmorningto everyone who has a family member that thought they could cure #coronavirus with some lemon, ginger, garlic and onion. Let's go ask them why the CDC didn't recruit them on the spot.",Can’t wait for me n T to get corona virus when our plane stops in Shanghai xxx
3,Imagine having your endoscopy booked at the same hospital people are being sent to be quarantined for the coronavirus ,#CoronaVirus #COVID19 #NHS111 Useful tool if you are concerned as to your risk of infection if you've been travelling or know or have been in contact with people who have: https://111.nhs.uk/service/covid-19
4,Looking forward to #BDS supporters boycotting the COVID19 vaccine being developed by Israeli scientists. ,We need to pray for these poor Chinese people and pray for our lying world leader's that they start telling us the truth about this Coronavirus God bless all my brothers and sisters in Jesus Christ amen 
5,Are the numbers late #coronavirus,"@skiologist @MAEgofrance We already do Paulie, ☘️💚😊
I fear we have not reached the worst the Tory's can do yet, the… https://t.co/fvi1vRWLe0"
6,"RT @SamCoatesSky: 👀Want to know what the government will recommend in its PHE report into Coronavirus impact on the BAME community, due to…",RT @ThatTimWalker: This will be an odd chapter in The Decline and Fall of Great Britain. In the same month Michael Gove committed the count…
7,Coronavirus number of UK cases leaps from 90 to 115 http://a.msn.com/01/en-gb/BB10MWuH?ocid=st …,RT @TonyCowards: Technically the death toll of WW1 was zero because all those people would be dead now anyway. https://t.co/QIIXZwvOrw
8,Coronavirus Latest: 142 Brits Stranded On Cruise Ship Off Californian Coast A http://a.msn.com/01/en-gb/BB10O8hs?ocid=st …,"RT @kiz4breakfast: #whiteOnWhite crime in our country I am appalled, how are you going to deal with this ????? I am scared to go outside  @…"
9,Silver linings and all that. #coronavirus,Coronavirus: officials confirm first death in the UK contracted illness in this country http://a.msn.com/05/en-gb/BB10NC6i?ocid=st …
10,Can someone explain to me the inconsistencies between cases of Covid19 and number of recoveries please? #COVIDー19 #coronavirus pic.twitter.com/7J88WKRkb1,
