,Positive,Negative
0,1,0
1,"Oh GOD! Thank you so much for this statement Megs! The virus is shakiiiiing!! 

Prince Harry and Meghan Markle break silence on coronavirus epidemic https://www.dailymail.co.uk/femail/article-8126735/Prince-Harry-Meghan-Markle-urge-public-support-amid-coronavirus-epidemic.html?ito=amp_twitter_share-top … via @Femail",
