,Positive,Negative
0,2,1
1,"#coronavirus small spaces lots of ppl coughing, Trump gutted important public protection agencies over the last 3 yrs. He is taking over from the inside out.","#coronavirus is an equal opportunity virus, "
2,,"#CDC needs to be fully staffed, #coronavirus is not biased it just feeds"
3,,"#coronavirus is an equal opportunity virus, https://twitter.com/RepDebDingell/status/1222974839046201347 …"
