,Positive,Negative
0,0,1
1,"Theres patents for man made coronavirus. Filed in 2014 and approved 2018. And just 2 days after they develop a ""cure"" for the virus the outbreak happens. Just a coincidence? Maybe. Mayne not.","I’d say the Corona Virus is Karma for the Chinese animal cruelty, but it could affect all of us!"
2,Corona virus is more than just the one that's current. And its man made lol,
