,Positive,Negative
0,10,8
1,#COVID19 #coronavirusus #Mexico #coronavirus Mexico Confirms First Case of Coronavirus. Case involved people who visited Italy in third week of February,"#UPDATE latest on #coronavirus @V2019N 28,060 confirmed cases, 3,859 of those cases showing serious symptoms. 24,702 suspected cases, 564 deaths, 1,153 discharged, 202 confirmed cases & 2 death reported outside China #CoronavirusOutbreak #Coronaphobia #WuhanCoronavirus #武汉疫情pic.twitter.com/n0orILNW9w"
2,Phylogenetic Analysis Shows Novel Wuhan Coronavirus Clusters with SARS https://www.ecohealthalliance.org/2020/01/phylogenetic-analysis-shows-novel-wuhan-coronavirus-clusters-with-sars …,"#UPDATE Latest on #coronavirus @V2019N 16,640 confirmed cases, 2110 of those cases showing serious symptoms. 19,544 suspected cases, 360 deaths, 434 cured cases. 149 confirmed cases & 1 death in other countries #CoronavirusOutbreak #Coronaphobia #WuhanCoronavirus #武汉 #2019nCoVpic.twitter.com/ek3xrFIu3D"
3,Thailand Reports Case of Coronavirus From China https://www.usnews.com/news/health-news/articles/2020-01-13/un-agency-thailand-reports-case-of-coronavirus-from-china?context=amp …,"Men are at higher risk of developing severe #COVID19 disease
 https://t.co/3lU2EN5QZX"
4,Our company is focusing on infectious disease like coronavirus. We already developed the diagnosis kit for #WuhanPneumonia Currently we are developing the vaccine. How can we get funding?,
5,Japan reveals the nationalities of the 542 people from 25 countries confirmed with the #coronavirus onboard #DiamondPrincess #COVID19 #SARSCoV2 #JAPAN #WuhanCoronavius #CoronavirusOutbreakhttps://twitter.com/CGTNOfficial/status/1230042214551543808 …,
6,#COVID19 #SARSCoV2 Another frontline #Wuhan doctor infected with #coronavirus a day after a leading doctor died of the disease https://www.dailymail.co.uk/news/article-8021211/Second-Wuhan-hospital-chief-fights-life-contracting-coronavirus.html …,
7,#COVID19 #SARSCoV2 #WuhanCoronavius Video appears to show people in China forcibly taken for quarantine over coronavirus https://www.nbcnews.com/news/world/video-appears-show-people-china-forcibly-taken-quarantine-over-coronavirus-n1133096 …,
8,"#coronavirus A woman has tested positive for the new coronavirus after disembarking from the quarantined cruise ship. On Feb 14, the woman on the ship tested negative for the virus. She got off the ship on Wednesday after the 14-day quarantine period ended https://www3.nhk.or.jp/nhkworld/en/news/20200223_02/ …",
9,"#COVID19 #coronavirus Moscow officials ordered police raids of hotels, dormitories, apartment buildings and businesses to track down the shrinking number of Chinese people remaining in the city. They authorized the use of facial recognition technology  https://abcnews.go.com/International/wireStory/moscow-targets-chinese-raids-amid-virus-fears-69157387 …",
