,Positive,Negative
0,4,12
1,"#UnitsPerAvançar support and stand in solidarity with all those affected by #covid19 all arround the world, from China, Italy to our home. All our support for healthcare teams. We encourage the whole of society to overcome this moment with calmness, prudence and tenacity. ",There are pandèmia every hundred years. #climate changes every ten thousand years https://rpujolviven.blogspot.com/2017/04/no-we-know-what-were-betting.html Opinion | The coronavirus pandemic is a fire drill for climate change. Pay close attention. https://www.nbcnews.com/think/opinion/coronavirus-climate-change-pandemic-fire-drill-our-planet-s-future-ncna1169991 via @NBCNewsTHINK
2,,"As other crisis, the main thing of people is to do their will after they blame oficials for their disease https://rpujolviven.blogspot.com/2020/03/covid-19-is-here-to-remain-with-us.html Armed protesters demand an end to Michigan's #coronavirus lockdown orders – video "
3,,Without health system every serious cade hasn’t salvation https://rpujolviven.blogspot.com/2020/03/covid-19-is-here-to-remain-with-us.html but surely nobody will count them Experts discuss #coronavirus challenges in Africa https://news.harvard.edu/gazette/story/2020/04/experts-discuss-coronavirus-challenges-in-africa/ via @Harvard
4,,We’re confidence and trust in human capacity to overcome the challenge of this crisis #COVID19 . #UnitsPerAvançar
5,,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…"
6,,RT @pjcardona14: Endavant @oriolmitja @FLSida @IrsiCaixa @GTRecerca en la lluita contra la #covid19 Sempre cal recordar la dita de #SamuelB…
7,,"RT @cpontesg: No increased COVID-19 risk for angiotensin system blockers. 
👌🙏🏻Thanks OHDSI for an excel.lent paper with many learnings: 
👉🏻…"
8,,"The death of #fossilfuel is written but  #COVID19 crisis could become the mercy shot https://t.co/0NMmR9mtNx
#Oil i… https://t.co/xi0INA7Vuf"
9,,"RT @MileyCyrus: Spain, you united in solidarity with Black Lives Matter in the US. We must keep standing together to tackle #COVID19 and it…"
10,,RT @JAndersonRoland: 📢 #COVID19 made it clear that we need transformative systems change to achieve #Agenda2030 for all! #FeministsWantSyst…
