,Positive,Negative
0,13,5
1,statistics of coronavirus infection can be found at this link http://bit.ly/2xjhDFH take care #coronavirus #quarantine,"ALLIGATORS with rabid, coronavirus laden monkeys on their backs?

I got $100 on how fast we see a monky rip through a fat bag of  CHEETOS "
2,"we cannot revert to the same old dysfunctional patterns of society and harmful human relations among couples, families, children and co-workers. #environment #COVID19 #lockdown #coronavirus #nature https://www.newsmax.com/michaellaitman/coronavirus-spirituality/2020/04/28/id/964973/ via @Newsmax",I hope you die a painful death and your fatherless daughters become whores.
3,BBC News - Coronavirus: In quarantine after being repatriated from China https://www.bbc.com/news/av/uk-51332746/coronavirus-in-quarantine-after-being-repatriated-from-china …,BBC News - Coronavirus: Italy reports biggest daily jump in death toll https://www.bbc.com/news/world-europe-51777049 …
4,RT @sbingcb: Media Narrative Caused The #COVID19 Overreaction. #FearPorn https://t.co/Jj4ydJuqBH,Why the coronavirus is a ticking time bomb in the US: a costly and inefficient health care system | South China Morning Post https://www.scmp.com/comment/opinion/article/3075544/why-coronavirus-ticking-time-bomb-us-costly-and-inefficient-health …
5,RT @KabirTaneja: Fantastic piece by @aliaallana on the vitality of Parle-G biscuits and India's migrant crisis during the #COVID19 lockdown…,
6,"RT @europe_creative: Cultural professional affected by #Covid19? 
Take part in this survey &amp; help shape recommendations to boost 🇪🇺cultural…",
7,The latest The neo Daily! https://t.co/ygZwGw4JVx #covid19 #brexit,
8,"Why are airlines still flying South Korea and Italy?

Their  #Coronavirus cases are doubling by the day.",
9,Coronavirus epidemic set to cause a drop in Chinese students overseas - Inkstone  https://www.inkstonenews.com/education/coronavirus-epidemic-set-cause-drop-chinese-students-overseas/article/3074420 …,
10,BBC News - Trump declares national emergency over coronavirus https://www.bbc.com/news/world-us-canada-51882381 …,
11,French rugby league suspended due to coronavirus: https://www.loverugbyleague.com/post/french-rugby-league-suspended-due-to-coronavirus/ … via @loverugbyleague,
