,Positive,Negative
0,,"CORONAVIRUS &amp; THE END TIMES: #Prophecy #Fear #Disease #ChinaAndTheDemocraticParty #Israel, #US #UK #Trump #Boris #Putin #WHO, #Corruption #Passover #TheBlood #USElections #Assassination #TraceyCooke #EmmaStark"
