,Positive,Negative
0,". Remain calm. Mike Pence, Larry Kudlow and Steve Mnuchin say all is well. Because they'll do their best to be fall guys trying to save trump's butt. Trump Didn’t Just Botch the Coronavirus Response. He Enabled Its Spread. #COVID19 https://www.thedailybeast.com/trump-didnt-just-botch-the-coronavirus-response-he-enabled-its-spread?source=twitter&amp;via=desktop via @thedailybeast",
