,Positive,Negative
11,French coronavirus case numbers extend decline https://www.reuters.com/article/us-health-coronavirus-france-casualties-idUSKBN2360OY?taid=5ed2d3dcb4f701000163234c&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter,
12,"Colombia will not ease quarantine in capital, cities hit hard by coronavirus https://www.reuters.com/article/us-health-coronavirus-colombia-idUSKBN2360MQ?taid=5ed2d02eb4f701000163233a&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter",
13,"Italy records 111 new coronavirus deaths, 416 new cases https://www.reuters.com/article/us-health-coronavirus-italy-tally-idUSKBN2360MW?taid=5ed2ba14b4f70100016322de&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter",
14,"U.S. CDC reports total of 1,737,950 coronavirus cases, 102,785 deaths https://www.reuters.com/article/us-health-coronavirus-usa-cdc-idUSKBN2360QQ?taid=5ed2b8e8b4f70100016322dd&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter",
15,U.S. stocks rebounded late to close higher on Thursday after the World Health Organization declared the China coronavirus a global emergency https://reut.rs/38YScGR,
16,@WHO is apparently run by politicians not scientists. #coronavirus #covid19 ,
17,"WHO says new China coronavirus could spread, warns hospitals worldwide https://reut.rs/2t8BYvx pic.twitter.com/x2ELmJBAPG",
18,U.S. to screen passengers for new China coronavirus at three airports https://reut.rs/3ag6nZv pic.twitter.com/kfkhFTDrHT,
19,U.S. to screen passengers for new China coronavirus at three airports https://reut.rs/375O6fs pic.twitter.com/IOBne1WkVv,
20,U.S. to screen passengers for new China coronavirus at 3 airports https://reut.rs/2NDRqXg pic.twitter.com/wA57cPsRAq,
21,Texas student who traveled to China being tested for possible coronavirus https://reut.rs/3aDmAIa pic.twitter.com/B2YNRxLfcr,
22,Canada identifies first coronavirus case https://reut.rs/3aL58l0 pic.twitter.com/N66VGwwmyd,
23,France confirms first three cases of coronavirus in Europe https://reut.rs/2RMuI0D pic.twitter.com/07wUfi49ii,
24,Factbox: What do we know about the new coronavirus? https://reut.rs/3aV3UnC pic.twitter.com/4m7Go9hsJm,
25,Los Angeles County confirms first case of coronavirus https://reut.rs/2TXHzzz pic.twitter.com/6qxHej2lKO,
26,Officials confirm five U.S. cases of coronavirus after China travel https://reut.rs/2RsXrIC pic.twitter.com/j8IrFvQugB,
27,Lifeblood of Amazon merchants threatened as coronavirus infects Chinese workers https://reut.rs/2SbUBbH pic.twitter.com/MJm5lJ8AgE,
28,Five Britons contract coronavirus in French ski resort https://reut.rs/2vcJHct pic.twitter.com/A0SN1euwxb,
29,Fed's Daly: I don't think coronavirus will have material impact on U.S. economy https://reut.rs/2OwV4mq pic.twitter.com/xfF5HU5Pn7,
30,China's Hubei province reports rise in coronavirus deaths to 294 https://reut.rs/31fqKle pic.twitter.com/O4uLgK7faL,
31,Financial market website Zero Hedge knocked off Twitter over coronavirus story https://reut.rs/37VLili pic.twitter.com/VfIpgSj36b,
32,"Cocktail of flu, HIV drugs appears to help fight coronavirus: Thai doctors https://reut.rs/2UuDpjd pic.twitter.com/rfnMSi7A33",
33,Wandering ship becomes 'best cruise ever' despite coronavirus fears https://reut.rs/2Htm2aE pic.twitter.com/tuUIfh8nvS,
34,China's Hubei reports 139 new coronavirus deaths on Feb. 15 https://reut.rs/2vy25Ng pic.twitter.com/TMlxGuaRyw,
35,Major U.S. tech firms pull out of Barcelona meet over coronavirus fears https://reut.rs/2SDjbBa pic.twitter.com/wl3WZYSJsr,
36,"Factbox: Global efforts to develop vaccines, drugs to fight the coronavirus https://reut.rs/2SRTw7G pic.twitter.com/ZtTT0MHbva",
37,"China's Hubei reports 1,933 new cases of coronavirus on Feb. 16: health bureau https://reut.rs/3bL0ILu pic.twitter.com/zB4WrU2r7d",
38,"Fast-food companies in China step up ‘contactless’ pickup, delivery as coronavirus rages https://reut.rs/2P05XNN pic.twitter.com/HFX60TW9CS",
39,Mondelez warns of hit from coronavirus; reopens China plants https://reut.rs/37A3Ma1 pic.twitter.com/X1z3ys8d7a,
40,Deutsche Post stops sending packages to China over coronavirus https://reut.rs/2OUYz6l pic.twitter.com/AtpsPqE09n,
41,Latest on coronavirus spreading in China and beyond https://reut.rs/39w84kg pic.twitter.com/PeTNdM8cO4,
42,"Goldman, Citi among banks curbing Italy trips over coronavirus fears - sources https://reut.rs/2w538o9 pic.twitter.com/lTQEZHnDFg",
43,If USA has a #coronavirus #covid19 epidemic no one over 50 will be going to the polls -> #Bernie2020 victory assured.https://twitter.com/KrutikaKuppalli/status/1231042015166525440 …,
44,"RT @visualData9: #COVID19 Update: Breakdown of #coronavirus cases by continents.

Globally there are 7,743,169 confirmed cases, 3,346,636 a…",
45,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",
46,"A surge in #COVID19 deaths is expected in a few weeks.

Some ppl I know have tested positive for antibodies are pla… https://t.co/0uE2Da8Y2k",
47,Canada tells travelers from Iran to isolate over coronavirus https://reut.rs/3cp7Yx5 pic.twitter.com/zwM0seVX5d,
48,Factbox - How we die: coronavirus in perspective https://reut.rs/2v0IYvb pic.twitter.com/WdXUxjUpvL,
49,"OPEC, Russia moving closer to big oil cut as coronavirus hits demand https://reut.rs/2TyHSPv pic.twitter.com/eWljddFDNX",
50,The coronavirus domino effect: South Korean tech firms reel as Vietnam links curbed https://reut.rs/2TKRk2k pic.twitter.com/zqJ7vi1qQi,
51,Exclusive: Millions of masks stockpiled in Canada's Ontario expired before coronavirus hit https://reut.rs/2vJsfNz pic.twitter.com/hRDTPJ0INt,
52,Barclays reports coronavirus case on New York trading floor https://reut.rs/2TFLvo1 pic.twitter.com/EEvum3vBSn,
53,Broadcom withdraws 2020 revenue forecast on coronavirus hit https://reut.rs/2vhIvox pic.twitter.com/QKjhxWJhNz,
54,Recognizing Ignaz Semmelweis and Handwashing https://youtu.be/h8OX0FNWANM  via @YouTube #COVID19 #Coronavirus,
55,FDA approves first rapid coronavirus test with 45 minutes detection time https://www.reuters.com/article/us-health-coronavirus-usa-fda-idUSKBN218105?taid=5e76a970ef5fb40001468335&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/JVxGtiO3DU,
56,Stay at home stocks rise from Wall Street's coronavirus rubble https://www.reuters.com/article/us-usa-stocks-coronavirus-winners-idUSKBN2173K0?taid=5e7558c9ef5fb40001467dd5&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/LtNWQs1hfn,
57,"From sidewalk shouting matches to politically fueled online sniping, tempers showed signs of fraying in some U.S. cities as the nation stepped up its response to the coronavirus pandemic https://reut.rs/3d3FMjJ pic.twitter.com/4WOu3FAOQA",
