,Positive,Negative
0,57,60
1,"S&P lowers Boeing's credit rating on coronavirus hit to earnings, cash flow https://www.reuters.com/article/us-boeing-ratings-s-p-idUSKBN22B3E2?taid=5eaa117fe21434000119f61c&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter","After aggressive mass testing, Vietnam says it contains coronavirus outbreak https://www.reuters.com/article/us-health-coronavirus-vietnam-fight-insi-idUSKBN22B34H?taid=5eaa08d6d9c55b00011819f7&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter"
2,Amazon is Wall Street's biggest winner from coronavirus https://www.reuters.com/article/us-amazon-stocks-idUSKBN22B2ZU?taid=5eaa117ee21434000119f61b&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter,The United Kingdom now has Europe's second-highest official death toll from the coronavirus pandemic https://reut.rs/3aVl0AF
3,"Returning to his village for Ramadan, Abdullah Al-Mabrur pitched a tent in a bamboo forest and went into a 14-day self-isolation, over concerns he might be carrying the coronavirus https://reut.rs/35fsiOl",Spain's daily coronavirus death toll drops to a handful https://www.reuters.com/article/us-health-coronavirus-spain-toll-idUSKBN2360KO?taid=5ed2df95710ac20001b0d1ec&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter
4,Pompeo pushes China to provide access to Wuhan labs over coronavirus outbreak https://www.reuters.com/article/us-health-coronavirus-usa-pompeo-idUSKBN22B1XA?taid=5eaa06ecd9c55b00011819e0&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter,Spain's daily coronavirus death toll drops to a handful https://www.reuters.com/article/uk-health-coronavirus-spain-toll-idUSKBN2360NH?taid=5ed2cba8710ac20001b0d19e&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter
5,"Spotify has enjoyed a surge in customers during the coronavirus outbreak, with the number of paying subscribers increasing to 130 million in the first quarter https://reut.rs/2yaJWXl",Markets are falling on fear the coronavirus will damage the global economy but Spartan Capital's chief market economist Peter Cardillo advises investors to wait a few weeks when economic data are released before making investment moves 
6,Zimbabwe reopens tobacco auctions after coronavirus delay ,"The World Health Organization said it was declaring the China coronavirus outbreak that has killed 170 people in China a global emergency, as cases spread to 18 countries https://reut.rs/2U8x0da"
7,Florida governor excludes greater Miami from initial coronavirus reopening https://www.reuters.com/article/us-health-coronavirus-usa-idUSKBN22B23C?taid=5eaa0116e21434000119f5e0&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter,"Asian shares, bond yields fall as deadly coronavirus spreads https://reut.rs/30XubNi pic.twitter.com/id7aiapOwg"
8,Yemen records multiple coronavirus cases for first time; U.N. fears more https://www.reuters.com/article/us-health-coronavirus-yemen-idUSKBN22B2CJ?taid=5ea9fe8f06bb9b0001402de7&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter,"Skateboarders roam, restaurateurs fret as coronavirus fears clear New York after dark https://www.reuters.com/article/us-health-coronavirus-usa-new-york-idUSKBN21640I?taid=5e7406f3e370aa0001620ae6&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/FBPuW4Ie0f"
9,"A shipment of Russian ventilators that arrived in the U.S. at the height of the coronavirus crisis came without the FDA’s knowledge, a move that has drawn scrutiny from congressional Democrats https://reut.rs/3ch2SBU",
10,"U.S. CDC reports total of 1,737,950 coronavirus cases, 102,785 deaths https://www.reuters.com/article/us-health-coronavirus-usa-cdc-idUSKBN2360QQ?taid=5ed2e8f9710ac20001b0d219&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter",
