,Positive,Negative
0,0,1
1,First #Mexican case of #Coronavirus #COVID19 confirmed in DF - a young man who’d returned from Italy. Another hombre in Sinaloa has also tested positive &amp; awaits conf. Plus 2 more in DF under obs. All visited same Mexi Ex Pat in north #Italy. Ay Dios Mio! #Cabronavirus ,
2,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",
