,Positive,Negative
0,,Elon Musk is dangerously wrong about the novel coronavirus https://www.theverge.com/2020/4/29/21241180/elon-musk-coronavirus-conspiracy-misinformation-tesla?utm_campaign=theverge&amp;utm_content=entry&amp;utm_medium=social&amp;utm_source=twitter @Vergeより
