,Positive,Negative
0,30,3
1,"Washington para-educator arrested, accused of sexually assaulting 2 boys at coronavirus child-care center,https://bit.ly/2YjxrDG",#NEWS INSIGHTS DAILY CURRENT AFFAIRS + PIB SUMMARY- 18 January 2020 Table of Contents: GS Paper 2: 1. Corona Virus 2. Sikhs in US to be counted as... http://bit.ly/2ubOJW7 
2,"CDC Announces Coronavirus Has Spread from Person to Person in US,",Not due to Corona virus aren't cha? The spreading rate are a lil bit alarming... 
3,"Chinese Woman from Wuhan Goes on Vacation to Philippines – Visits Cebu, Manila, Dumaguete — Then Checks into Hospital with Coronavirus,","Weaponized coronavirus invades the USA as world panics over possible pandemic…(Please Supprt RR!),http://bit.ly/3azMWee "
4,New Chinese Coronavirus Emerges in Thailand and Japan #styxfeedhttps://www.youtube.com/watch?v=1nD4bw08LR4 …,"First Case of Deadly Coronavirus Confirmed in US,http://bit.ly/37kzKb6 "
5,"CDC Confirms Coronavirus Case In Seattle - More Expected,http://bit.ly/2GaKHAf ","China Wuhan coronavirus updates: 2019-nCoV deaths, spread, symptoms - Business Insider,http://bit.ly/2RMs0Z1 "
6,"CDC Confirms Coronavirus Case In Seattle - More Expected,http://bit.ly/2Gcuz0V ","Fear of Coronavirus Hits Middle East,http://bit.ly/37vHpmW "
7,"Princess Cruises quarantines 3,700 for two weeks on ship after 10 aboard test positive for coronavirus,http://bit.ly/2RZeTVv ","Fear of Coronavirus Hits Middle East,http://bit.ly/37yqxvW "
8,"Princess Cruises quarantines 3,700 for two weeks on ship after 10 aboard test positive for coronavirus,http://bit.ly/2RZd4rD ","Fauci: Hundreds of Thousands Could Die If We Don’t Take Coronavirus Seriously,http://bit.ly/2QiAtDo "
9,"China Begins Testing an Antiviral Drug in Coronavirus Patients
https://www.plow.io/post/china-begins-testing-an-antiviral-drug-in-coronavirus-patients?utm_source=Twitter&utm_campaign=Medicine …
+1 YogaBot #Medicine",
10,"WHO and Google Work Together To Censor Coronavirus Information,http://bit.ly/2Ukkebs ",
11,"Iran reports first suspected coronavirus case - Tehran Times,http://bit.ly/2GRP833 ",
12,"WHO and Google Work Together To Censor Coronavirus Information,http://bit.ly/2trTLhl ",
13,"Iran reports first suspected coronavirus case - Tehran Times,http://bit.ly/2GPZukb ",
14,Illinois releases two Chicago-area coronavirus patients https://wgem.com/2020/02/15/illinois-releases-two-chicago-area-coronavirus-patients/?utm_medium=social&utm_source=twitter_WGEM …,
15,"Voice on the Ground: Quarantine, Quakes and Coronavirus life in Sichuan, China,http://bit.ly/39soJ8c ",
16,"Coronavirus incubation period 24 days,http://bit.ly/38ltYGP ",
17,"Voice on the Ground: Quarantine, Quakes and Coronavirus life in Sichuan, China,http://bit.ly/2vp3MMK ",
18,"Disease Expert Warns: The “Coronavirus Could Infect 60% of the Population”,http://bit.ly/2OQaWjV ",
19,"Disease Expert Warns: The “Coronavirus Could Infect 60% of the Population”,http://bit.ly/31OGyf6 ",
20,"""Even patients who definitely have the disease only come back positive 30 per cent to 50 per cent of the time,"" Prof Wang said.""

http://archive.is/yyGJm#selection-1183.0-1183.224 …
#coronavirus #CORONAVIRUSENFRANCE #CoronarvirusOutbreak",
21,"A Scientific, Systematic Overview Of Coronavirus,https://bit.ly/2J87pdw ",
