,Positive,Negative
0,1,11
1,BBC News - Coronavirus: GPs not told when patients removed from 'shielding lists' ,"RT @GreenPartyMolly: Awful to hear that Brazil (pop 210m) has overtaken UK (pop 60m) in terms of #COVID19 deaths, with US (pop 330m) at top…"
2,"Great article from BBC News that shows after the #coronavirus, #buyers are seeking a coastal #property. At Spa Well… https://t.co/K0T97A4m2i",RT @PeteFind: We know at present the main focus is around #COVID19 but can we please ask people to try and continue to keep a lookout for P…
3,RT @Redpeter99: Johnson hasn't a clue what's going on.  Like showing a chimp the wiring diagram from a Ford Mondeo.,"RT @icepam: @Steph_Peacock 

OUR STORY⭐
https://t.co/wsXqf5hd4n 

#BackTo60 #50sWomen 
#COVID19 

@2020Comms 
@SOS_Initiatives 
@davidhenck…"
4,,RT @thom_brooks: So-called “Red Wall” constituencies in North hit hardest by poor government handling of crisis — &amp; total silence from Tory…
5,,Just shows how far this country has sunk already....whilst not belittling the BLM issues.
6,,Refugees have played a key role in #NorthYorkshire's #Covid19 response by volunteering in everything from deliverin… https://t.co/2SiKkRcqpa
7,,"For many people, finances are tighter than ever right now. If you smoke 10 cigarettes a day, did you know that by s… https://t.co/1V35ZE2ZQW"
8,,"Spurs 0 Arsenal 1 (1971 League Title clincher)
Arsenal 3 Man Utd 2 (1979 FA Cup Final)
Spurs 0 Arsenal 5 (1978 Liam… https://t.co/danIx623Do"
9,,Never never too soon for the comedy of CoronaVirus... https://twitter.com/zanyzaz/status/1241441208502816770 …
