,Positive,Negative
0,0,2
1,"""Coronavirus, Weinstein, Kobe Bryant: Your Monday Evening Briefing"" by Victoria Shannon and Hiroko Masuike via NYT https://www.nytimes.com/2020/02/24/briefing/coronavirus-harvey-weinstein-kobe-bryant.html?partner=IFTTT …","""Brazil Dock Workers Mull Strike at Key Port Due to Coronavirus"" by Reuters via NYT https://www.nytimes.com/reuters/2020/03/20/world/americas/20reuters-health-coronavirus-brazil-ports.html?partner=IFTTT …"
