,Positive,Negative
0,11,2
1,"British patient tested for coronavirus treated by 'spacemen' doctors
search on for people that flew here from there in the last two weeks...Glad I live up north.  https://mol.im/a/7926343 ",I put ‘from’ in capital letters to highlight the media implication that few are dying FROM the corona virus – just dying WITH the virus present. This trick isn’t limited to the sick and elderly: the overwhelming majority of ‘coverage’ has abruptly substituted FROM for WITH.
2,UK coronavirus: more scientists speak out against England lockdown easing – as it happened ,John Pilger What Governments Arent Telling You About The Coronavirus Pan... https://youtu.be/8r9wW9bA3Jw via @YouTube
3,#Preston North End say striker Jayden Stockley has tested positive for #coronavirus #pnefc,No barbecues - No fires. Sadly reality is different. #coronavirus 
4,RT @edwardpoole1975: We may need to do more than tear down statues. It's starting to feel like we need to start tearing down institutions.…,Something I have noticed myself in Blackpool a town blighted by #coronavirus and where two schools had to shut last week #COVIDIDIOTS keep them away from me #SecondWave
5,RT @ChristinaHeato1: Please see Sophie our Falls lead for care homes project and thank you to all who have donated @Physioholic @WWLNHS @ww…,One of these pictures is Spain where there were 4 deaths today from Coronavirus and 600 7 day average cases. The other is the UK where there were 215 deaths and 2700 7 day ave cases. I cannot understand what is happening in this country. https://www.evaluate.com/covid-19-daily-update
6,RT @UniRabbi: Such joy as Rabbi Shaya Raskin from London returns home after being hospitalised with #COVID19 since late March. https://t.co…,Coronavirus: Tesco ‘opens priority home deliveries to disabled shoppers’ https://www.disabilitynewsservice.com/coronavirus-tesco-opens-priority-home-deliveries-to-disabled-shoppers/ via @johnpringdns
7,"RT @BWDDPH: #COVID19 #R in the #Northwest is now 0.8-1.0 
This is below the rate announced last week - which is good news. 
SAGE say they m…",Italy confirms first two cases of coronavirus as passengers allowed off cruise https://metro.co.uk/2020/01/30/italy-confirms-first-two-cases-coronavirus-passengers-allowed-off-cruise-12156547/?ito=article.desktop.share.top.twitter via @MetroUK
8,Wouldn't it be good if the country had returned to a level of normalcy where it is possible for me to go to the cin… https://t.co/RmRUQQm7vz,"#Coronavirus to hit #UK 'in a matter of days', warns senior government source"
9,RT @fionamflanagan1: So how could a vaccine protect us then? Makes absolutely no sense.,"Coronavirus to hit UK 'in a matter of days', warns senior government source "
10,"We wait 30 years to win the thing, even booked hotels for the street celebrations. Please don’t take this moment away #LFC #coronavirus",What NHS advises if you think you have coronavirus symptoms https://www.mirror.co.uk/news/politics/coronavirus-uk-cases-double-what-21466838?utm_source=twitter.com&utm_medium=social&utm_campaign=sharebar …
11,,“Give those businesses hardest hit by the #coronavirus restrictions ongoing support” urges @ObasUK’s @NormanTenray… https://t.co/E3YYHqPIus
12,,RT @DonahueRogers: @celtjules66 @Keir_Starmer @UKLabour @UKlabour already been out of power for generations - nu labour was a seamless part…
13,,"RT @redsonya241: Should the @Conservatives government be held to account for the avoidable death toll of #COVID19? 

Is it genocide when th…"
14,,RT @ThatTimWalker: Damniing: Johnson disbanded the Cabinet pandemic team six months before #COVID19 hit the UK (to focus on Brexit). https:…
15,,"Hang on a minute.

A week ago you were all for people congregating en masse in Central London, and did not care a j… https://t.co/lMl9vGZo1S"
16,,"RT @Dr_PhilippaW: &gt;90,000 #COVID19 cases not even allocated to any UK nation because UK Government set up parallel commercial Lab system, i…"
17,,"RT @SteveBakerHW: Finished surveying the week's #COVID19 https://t.co/TJHEvNVxxP updates, sharing selected items

Looking at reaction is a…"
18,,In the chaos of #corona virus let’s not forget all the people around the world impacted by #conflict and #displacement.  Their stories may be considered old #news but the issues haven’t gone awayhttps://twitter.com/juliahahntv/status/1234162968390258688 …
19,,I’m in Asia and I’m genuinely more concerned about getting the shits again rather than the coronavirus
20,,"T didn’t have to be coronavirus. It didn’t have to be Storm Ciara (or Dennis, or Jorge) The delusions of neoliberalism stand at the edge of an implosion just waiting to happen."
21,,BBC News - Coronavirus testing: What is the UK government's plan? https://www.bbc.co.uk/news/health-51943612 …
