,Positive,Negative
0,7,5
1, Coronavirus: Day 78 Metaphor. http://ross.catrow.net/2020/05/30/coronavirus-day-78/,"RT @electroboyusa: Why do Republicans think we're EMERGING from the #COVID19 epidemic when these are the facts?

116,831 dead 
2,117,027 ca…"
2,Being honest I’m keeping up with this coronavirus bc every zombie movie I’ve watched started out completely like this ...,
3,"Coronavirus update:
- 5,572 confirmed cases
- 131 fatalities
- 1,109 in serious/critical condition
- Majority of cases in China
- 59 international cases
- 15 countries reporting cases",
4,"coronavirus? with lime, please",
5,I just ordered enough Chinese food I’m immune to the coronavirus,
6,"World Health Org has a $17 coronavirus test, but in america, hardly anyone can get tested because it costs $3000 to get a test here. explain how anyone can keep a straight face while saying we are the so called ""greatest country in the world"". https://twitter.com/Lycenae/status/1234162496706973696 …",
7,"Typical  
It's a 'time to come together' when Jr says something stupid about the Democrats and Trump mismanages it and calls it a hoax. 

Vice President Mike Pence defends Donald Trump Jr over coronavirus comments - CNNPolitics https://www.cnn.com/2020/03/01/politics/mike-pence-political-coronavirus-rhetoric-cnntv/index.html …",
8,is there gonna be a baby boom cuz there's nothing left to do but stay home and do the hibbity dibbity #coronavirus,
9,"@BretBaier @SpecialReport Do you know/have you heard any info if drugs that are under review by @US_FDA for approval, such as the one for the disease I have #SMA, will be delayed because of #coronavirus? It’s supposed to be approved in May & can have a major impact on my life.",
