,Positive,Negative
0,8,4
1,RT @Sanath07: My prayers and well wishes to you brother Afridi. Get well soon and continue your good work,Guards are dying not just the poor people looking for freedom that were locked up under Trump for not being white 2 guards at ICE jail die after contracting coronavirus https://a.msn.com/r/2/BB13nMbY?m=en-us
2,,Coronavirus Have Shown That Ghana Lack Doctors - Kennedy Agyapong Stated!. https://youtu.be/4YZ65VouRME #Obinim
3,,"Corona spy sattelites??? Oh, like in coronavirus "
4,,They have been invaded by coronavirus 
5,,Trump weighs in on coronavirus amid Wuhan quarantine https://youtu.be/Fe0ikc7hGc8  via @YouTube
6,,"#Coronavirus #Patent Originally Filed MAY 8, 2015 | https://patentimages.storage.googleapis.com/d1/08/ca/2d2c3f498802f9/US9415087.pdf …  https://www.instagram.com/p/B7wvTDwBkEQ/?igshid=1px92jtb5a3u5 …"
7,,#COVID2019 #Coronavirus #China                                              The Big Story: Epicenter - 24 Hours in #Wuhan - YouTubehttps://m.youtube.com/watch?v=Df3Fo4beEp0&t=486s …
8,,"RT @IndiaAboriginal: #HumanRightsViolations in #India
#Maharashtra Goregaon ForestDept demolished the houses of #Adivasis &amp; threatened with…"
9,,Imma let you finish but Coronavirus might be the greatest virus of all time.
10,,"BATS are responsible for #coronavirus
https://www.vox.com/science-and-health/2020/2/12/21133560/coronavirus-china-bats-pangolin-zoonotic-disease …"
