,Positive,Negative
0,1,2
1,"Alabama 

Undisclosed number of positive cases of coronavirus, rolling into my backyard. 

Gee thanks. Move them even closer. Odds of my survival drop exponentially. #TickTock

Anniston FEMA facility to be used as coronavirus quarantine center https://abc3340.com/news/local/anniston-fema-facility-to-be-used-as-coronavirus-quarantine-center …","Interactive Map: #Coronavirus global cases
 https://www.actionnewsjax.com/news/health/interactive-map-coronavirus-global-cases/RXOZQD7ZXBFEHA2TBNWLMWEPVU/ …"
2,,"Afghanistan, Turkey, Pakistan, Armenia: all close their borders with Iran. 

#coronavirus"
