,Positive,Negative
0,0,2
1,"As coronavirus spreads, Tom Cotton calls for 'targeted travel ban' | Fox News https://www.foxnews.com/politics/as-coronavirus-spreads-tom-cotton-calls-for-targetedptravel-ban …",
2,2 Russians escape coronavirus quarantine; 1 jumped out window | Fox News https://www.foxnews.com/health/2-russians-escape-coronavirus-quarantine-1-jumped-out-window …,
3,"Dr. Betsy McCaughey on stopping coronavirus spread: Better to fight the virus there, not here | Fox News Video http://video.foxnews.com/v/6132397306001/ …",
