,Positive,Negative
0,0,1
1,Give me the coronavirus I’ll make a series exposing what pussy that disease actually is,
2,#WASHINGTON — The White House says a member of Vice President Mike Pence’s staff has tested positive for coronavirus. #Covid_19,
